vocab,type,meaning,weight
fraction,n,小部分;片段;碎片,0
framework,n,架構;組織,0
freight,n,(船運的)貨物;運費,0
frontier,n,邊境;邊疆;新領域,0
fume,n,煙;氣;憤怒,0
fury,n,狂怒;狂暴;猛烈,0
fuse,n,保險絲;引信,0
fuss,n,忙亂;小題大作;爭論,0
gallop,n,(馬等的)疾馳;騎馬奔馳,0
garment,n,服裝;衣著,0
gasp,n,倒抽一口氣;喘氣,0
gathering,n,"集會,聚集",0
gay,n,同性戀者,0
gender,n,性別,0
geometry,n,幾何學,0
glacier,n,冰河,0
glare,n,瞪眼;怒視;刺眼的強光,0
gleam,n,微光;閃光;一絲,0
glee,n,快樂;歡欣,0
glitter,n,閃光;光彩;(裝飾用)小發光物,0
gloom,n,陰暗;暗處;沮喪的氣氛,0
gorge,n,峽谷;暴食,0
gorilla,n,大猩猩,0
gospel,n,基督教教義;福音書,0
grant,n,"獎學金,助學金",0
gravity,n,地心吸力,0
grease,n,油脂;賄賂,0
greed,n,貪心,0
grip,n,緊握;(咬或夾)住;理解;掌握,0
groan,n,呻吟聲;抱怨(聲),0
gross,n,總額;總量,0
growl,n,嗥叫(聲);咆哮,0
grumble,n,牢騷;轟隆聲,0
guideline,n,指南;指導方針,0
gulp,n,吞嚥;一(大)口;哽塞(聲),0
gust,n,一陣強風,0
gut,n,腸子;內臟;勇氣,0
gypsy,n,吉普賽人;流浪者,0
hairdo,n,"髮式,髮型; 做頭髮",0
hairstyle,n,髮型,0
handicap,n,"障礙,不利條件",0
handicraft,n,手工藝;手工藝品,0
harness,n,馬具;挽具;保險帶,0
haul,n,拖;拉;拖運;一次獲得的量,0
haunt,n,常去之處,0
hedge,n,樹籬;界限;兩面下注,0
heed,n,留心;注意,0
heir,n,繼承人;嗣子,0
herald,n,報信者;使者;先驅,0
herb,n,草本植物;藥草,0
hermit,n,隱士,0
heroic,n,(常用 heroics ) 英雄辭令;豪壯行為,0
heterosexual,n,異性戀的人,0
hi-fi,n,高傳真的音響裝置,0
hijack,n,劫持事件,0
hiss,n,嘶嘶聲;噓聲,0
hockey,n,曲棍球,0
homosexual,n,同性戀者,0
honk,n,雁鳴或汽車喇叭聲,0
hood,n,兜帽;風帽;罩;車蓋,0
hoof,n,蹄,0
horizontal,n,水平線;水平面;水平位置,0
hostage,n,人質;抵押品,0
hound,n,獵犬;卑劣的人,0
housing,n,"房屋,住宅",0
hover,n,盤旋;徘徊,0
howl,n,嗥叫;怒吼;大哭;大笑,0
hurl,n,猛力投擲,0
hymn,n,讚美詩;聖歌,0
idiot,n,白癡;笨蛋,0
impulse,n,衝動;推動力,0
incense,n,香,0
index,n,索引;標誌;指示符號,0
indifference,n,漠不關心;無關緊要,0
initiate,n,初學者;新加入者,0
inland,n,"內地,內陸",0
institute,n,"(專科性的)學校,大學;研究所",0
intent,n,意圖;目的,0
interference,n,"干涉,干預;擾亂",0
interior,n,內部;內地,0
interpretation,n,解釋;闡明,0
interpreter,n,通譯員,0
intuition,n,直覺,0
isle,n,小島,0
issue,n,問題;爭論;發行(物),0
ivy,n,常春藤,0
jack,n,"千斤頂;(紙牌中的)""J""牌,杰克;水手",0
jade,n,玉;玉製品;綠玉色,0
janitor,n,清潔工;管理員;看門人,0
jasmine,n,茉莉;淡黃色,0
jeer,n,嘲笑;奚落人的話,0
jingle,n,(鈴、硬幣等金屬的)叮噹聲,0
jolly,n,快活 (常用 jollies),0
journalism,n,新聞業;新聞學,0
journalist,n,新聞工作者,0
jug,n,水罐;甕;壺;監牢,0
jury,n,陪審團,0
juvenile,n,青少年;幼體;兒童讀物,0
kin,n,家族;同類,0
lad,n,男孩;小伙子,0
landlady,n,女房東,0
landlord,n,房東,0
laser,n,雷射,0
lash,n,鞭打;(風浪等的)猛烈打擊;斥責,0
latitude,n,緯度;,0
lawmaker,n,立法者,0
layer,n,層;階層;地層,0
league,n,"同盟,聯盟",0
legislation,n,立法;法規,0
lieutenant,n,中尉(或少尉);助理官,0
likelihood,n,可能;可能性,0
lime,n,石灰;酸橙,0
limp,n,跛行,0
livestock,n,(總稱)家畜,0
lizard,n,蜥蜴,0
locomotive,n,火車頭,0
locust,n,蝗蟲,0
lodge,n,木屋;小旅舍;守衛室,0
logo,n,商標,0
longitude,n,經度,0
lottery,n,獎券;彩票;抽籤;運氣,0
lotus,n,蓮花,0
lumber,n,木材;木料,0
lump,n,團;塊;腫塊;小方塊,0
maiden,n,少女;處女,0
mainland,n,大陸,0
mainstream,n,(河的)主流;主要傾向,0
maintenance,n,維持;維修;保養,0
majesty,n,雄偉;壯麗;(帝王的)威嚴,0
mammal,n,哺乳動物,0
mansion,n,"大廈,大樓",0
maple,n,槭樹;楓樹,0
marine,n,船舶;海運業;海軍陸戰隊隊員,0
marshal,n,元帥;高級將官;典禮官,0
marvel,n,令人驚奇的事物(或人物),0
masculine,n,男性;陽性;陽性詞,0
mash,n,糊狀物;混合飼料,0
massage,n,按摩(術);推拿,0
masterpiece,n,"傑作,名作",0
mayonnaise,n,蛋黃醬;美乃滋,0
meantime,n,"其時,其間",0
mechanics,n,力學;機械學;技術;技巧,0
menace,n,恐嚇;具有危害性的人(或物),0
mermaid,n,美人魚,0
midst,n,當中;中間,0
migrant,n,移民;候鳥,0
mileage,n,總英里數;(每單位燃料的)行駛哩數,0
milestone,n,里程碑;劃時代的事件,0
mint,n,薄荷;薄荷糖;造幣廠,0
miser,n,吝嗇鬼;守財奴,0
mistress,n,"女主人,主婦",0
moan,n,呻吟聲;嗚咽聲;悲歎,0
mock,n,嘲弄;笑柄;仿製品;模擬考,0
mode,n,方式;型;模式,0
molecule,n,分子;微小顆粒,0
monarch,n,君主,0
mortal,n,人;凡人,0
moss,n,苔蘚;泥炭沼澤,0
motherhood,n,母性;(總稱)母親們,0
motive,n,動機;主旨,0
mound,n,土墩;墳堆;小丘;投手的踏板,0
mount,n,騎;可乘騎的東西;底座;山丘,0
mower,n,割草機;收割機,0
mumble,n,含糊的話;咕噥,0
muse,n,沈思;冥想,0
mustard,n,芥末;芥菜;芥末色,0
mutter,n,咕噥;抱怨,0
mutton,n,羊肉,0
myth,n,神話;虛構的人(或事物),0
nag,n,好嘮叨的人,0
newscast,n,新聞廣播,0
nibble,n,細咬;啃;少量,0
nickel,n,鎳;五分鎳幣,0
nightingale,n,夜鶯,0
nostril,n,鼻孔,0
notable,n,名人;顯要人物,0
notion,n,概念;想法;打算,0
novice,n,新手;初學者,0
nucleus,n,(原子)核;細胞核;核心,0
nude,n,裸體畫像;裸體,0
oar,n,槳;櫓;划手,0
oasis,n,(沙漠中)的綠洲,0
oath,n,誓言;宣誓,0
oatmeal,n,燕麥片;燕麥粥,0
oblong,n,橢圓形,0
observer,n,觀察員;奉行者,0
occurrence,n,發生;出現;事件,0
octopus,n,章魚,0
odds,n,機會;可能性;投注賠率;不和,0
odor,n,氣味,0
olive,n,橄欖;橄欖色,0
opponent,n,"對手;敵手,反對者",0
optimism,n,樂觀;樂觀主義,0
orchard,n,果樹園;果樹林,0
organizer,n,組織者;萬用記事本,0
orient,n,亞洲國家(尤指東亞),0
oriental,n,東方人;亞洲人,0
ornament,n,裝飾品;裝飾,0
orphanage,n,孤兒院;孤兒身分,0
ostrich,n,駝鳥;有駝鳥心理的人,0
ounce,n,"盎司,英兩",0
output,n,出產;生產;產量,0
outsider,n,外人;門外漢;局外人,0
outskirts,n,(複數)郊外;郊區,0
overall,n,工作褲;工作服;防護服,0
overflow,n,溢出;過剩;泛濫,0
overwork,n,過於繁重的工作;過勞,0
oyster,n,牡蠣;沈默寡言的人,0
ozone,n,臭氧,0
pacific,n,(大寫) 太平洋,0
packet,n,小包(裹);小捆;小袋,0
paddle,n,槳;(桌球的)球拍,0
pane,n,窗玻璃片;窗格;嵌板,0
paradox,n,自相矛盾的議論,0
parallel,n,平行線;平行面,0
parlor,n,客廳;接待室,0
participant,n,關係者;參與者,0
particle,n,微粒;顆粒,0
pastime,n,消遣;娛樂,0
pastry,n,酥皮點心,0
patch,n,補釘;補片;貼片,0
patent,n,專利;專利權,0
patriot,n,愛國者,0
patrol,n,巡邏;巡邏兵,0
patron,n,贊助者;主顧(尤指老顧客),0
peacock,n,孔雀;愛炫耀的人,0
peasant,n,農夫,0
peck,n,啄;啄痕;輕吻,0
peddler,n,小販,0
peek,n,偷偷看;一瞥,0
peg,n,栓;樁;(曬衣用)衣夾;(木製)假腿,0
perch,n,(鳥類的)棲息處,0
performer,n,演出者;演奏者;表演者,0
peril,n,(嚴重的)危險;危險的事物,0
personnel,n,(總稱)人員;員工;人事部門,0
pessimism,n,悲觀;悲觀主義,0
pier,n,碼頭;防波堤,0
pilgrim,n,"香客,朝聖者",0
pillar,n,柱子;棟樑,0
pimple,n,丘疹;面皰,0
pinch,n,擰;夾;(一)撮,0
piss,n,小便,0
pistol,n,手槍,0
plague,n,瘟疫;天災;禍患,0
plantation,n,大農園;造林地,0
playwright,n,劇作家,0
plea,n,請求;懇求,0
pledge,n,保證;誓言;抵押,0
plow,n,犁;除雪機,0
pluck,n,(一)拉;(一)扯,0
plunge,n,跳入;衝進;猛跌,0
pocketbook,n,錢包;皮夾子;袖珍本,0
poke,n,戳;捅;撥弄;慢性子的人,0
porch,n,門廊;入口處;走廊,0
potential,n,"可能性;潛力,潛能",0
poultry,n,家禽,0
prairie,n,大草原,0
precaution,n,謹慎;預防措施,0
preference,n,偏愛;優先(權),0
preview,n,預習;預告片,0
prey,n,被捕食的動物;犧牲者,0
prick,n,刺;扎;刺傷;悔恨,0
prior,n,修道院院長或副院長,0
priority,n,在先;重點;優先權,0
procession,n,一(長)列;一(長)排;隊伍,0
profile,n,側影;輪廓;人物簡介,0
prop,n,支柱;支撐物;後盾;道具,0
prophet,n,先知,0
proportion,n,比例;比率,0
prospect,n,預期;前途;盼望的事物,0
province,n,"省,州",0
prune,n,梅乾;深紫紅色,0
puff,n,(一)吹;粉撲;(奶油)鬆餅,0
pulse,n,脈搏;有節奏的跳動,0
purchase,n,所購之物,0
pyramid,n,(常大寫)金字塔;三角錐,0
quack,n,鴨叫聲,0
quart,n,夸脫(=2 品脫),0
quest,n,追求;探索,0
quiver,n,顫抖;抖動;箭袋內的箭,0
rack,n,掛物架;(行李)網架,0
radish,n,小蘿蔔,0
radius,n,半徑,0
rail,n,欄杆;扶手;鐵軌,0
rally,n,大集會;重整旗鼓,0
ranch,n,大牧場,0
rascal,n,無賴;淘氣鬼,0
ratio,n,比率;比例,0
rattle,n,咯咯聲;吵鬧聲,0
realm,n,王國;國土;領土,0
rear,n,"後部,後面",0
reef,n,礁;暗礁,0
reel,n,捲軸;捲筒;一捲,0
referee,n,裁判員;仲裁人,0
refuge,n,躲避;避難;避難所,0
reign,n,統治;在位期間,0
relic,n,遺物;遺風;遺跡,0
reminder,n,"提醒者,提醒物;催函",0
reptile,n,爬行動物;爬蟲類,0
republican,n,共和主義者,0
resentment,n,憤慨;怨恨,0
residence,n,住所;住宅,0
resident,n,居民;住院醫生,0
resort,n,休閒度假之處;名勝,0
resume,n,(個人)簡歷,0
retort,n,回嘴;反駁,0
reverse,n,相反;反面;反向,0
revolt,n,反叛;起義;反感,0
rhino,n,犀牛,0
rhinoceros,n,犀牛,0
rib,n,肋骨;排骨,0
ridge,n,屋脊;山脈;(狹長的)隆起部,0
rifle,n,"步槍,來福槍",0
rim,n,(尤指圓形物的)邊緣,0
rip,n,裂口,0
ripple,n,漣漪;細浪;波紋,0
rival,n,"競爭者,對手,敵手",0
roam,n,漫步;漫遊;流浪,0
robin,n,知更鳥,0
rod,n,"棒,桿,竿",0
rubbish,n,垃圾;廢物,0
rumble,n,隆隆聲;轆轆聲,0
rustle,n,沙沙聲;窸窣聲,0
saddle,n,馬鞍;(自行車、摩托車的)車座,0
saint,n,聖徒;道德崇高的人,0
salmon,n,鮭魚;鮭肉;鮭肉色,0
salute,n,敬禮;致敬;致意,0
sandal,n,涼鞋;拖鞋,0
savage,n,野蠻人,0
scan,n,掃描,0
scandal,n,醜聞;醜事,0
scar,n,疤;(物品等的)損傷痕,0
scent,n,氣味;香味;蹤跡,0
scheme,n,計劃;方案,0
scorn,n,輕蔑;嘲笑,0
scramble,n,爬行;攀登;爭奪,0
scrap,n,碎片;小塊;破爛,0
scrape,n,刮;擦;擦傷;擦痕,0
scroll,n,卷軸;渦卷形裝飾,0
sculptor,n,雕刻家,0
segment,n,部分;部門;切片,0
sensation,n,感覺;知覺;轟動,0
sensitivity,n,敏感性;感受性,0
sentiment,n,感情;情緒;感傷,0
sergeant,n,中士;警官,0
series,n,連續;系列,0
sermon,n,佈道;說教,0
server,n,侍者;伺服器,0
setting,n,安裝;設定;鑲嵌;背景,0
sheriff,n,警長,0
shield,n,盾;保護者;擋板,0
shiver,n,顫抖;寒顫,0
shortage,n,"缺少,不足,匱乏",0
shortcoming,n,"缺點,短處",0
shove,n,推;撞,0
shred,n,碎片;碎條;破布,0
shriek,n,尖叫聲,0
shrine,n,聖壇;神殿,0
shrub,n,矮樹;灌木,0
shudder,n,發抖;戰慄,0
shutter,n,關閉物;活動遮板;(相機的)快門,0
silkworm,n,蠶,0
simmer,n,即將沸騰(或爆發)的狀態,0
skeleton,n,骨骼;骨瘦如柴的人(或動物);概略,0
skull,n,頭骨;骷髏畫,0
slam,n,砰然聲;(撲克牌的)滿貫,0
slap,n,摑;侮辱,0
slaughter,n,屠宰;大屠殺,0
slump,n,暴跌;不景氣;消沈,0
smash,n,粉碎;瓦解;(演出等的)成功,0
snarl,n,吠;咆哮;纏結,0
snatch,n,奪取;抓走,0
sneak,n,"溜走,不告而別",0
sneaker,n,運動鞋,0
sniff,n,嗅;聞;吸氣聲,0
snore,n,打鼾;鼾聲,0
snort,n,噴鼻息;噴氣聲,0
soak,n,浸泡;浸漬,0
sole,n,腳底;鞋底;襪底;底部;比目魚,0
solitary,n,獨居者;隱士,0
solo,n,獨奏(曲);獨唱(曲);單飛,0
sovereign,n,君主;元首;主權國家,0
spacecraft,n,"太空船,航天器",0
spaceship,n,太空船,0
specialist,n,專家;專科醫生,0
specimen,n,樣品;標本,0
spectacle,n,景象;奇觀;壯觀,0
spectator,n,旁觀者;目擊者,0
spine,n,脊柱;書脊;骨氣,0
splendor,n,光輝;壯觀;輝煌,0
sponge,n,海綿;海綿狀物,0
spotlight,n,聚光燈;公眾注意的中心,0
sprint,n,全速疾跑;短距離賽跑,0
spur,n,踢馬刺;激勵;(雞等的)距;骨刺,0
squat,n,蹲坐;蜷伏,0
stack,n,乾草堆;一疊;煙囪,0
stagger,n,搖晃;蹣跚,0
stain,n,污點;色斑;染色劑,0
stake,n,股本;賭金;危險,0
stall,n,廄;攤位;(汽車的)拋錨,0
stanza,n,詩的一節,0
statesman,n,政治家,0
statistic,n,統計量;統計數值,0
steer,n,"指點,建議",0
stereotype,n,陳規;鉛版印刷,0
stew,n,燉肉;燜菜;燉煮的食物,0
steward,n,男服務員;管家,0
stewardess,n,(客機、輪船)女服務員,0
stink,n,臭氣,0
stoop,n,彎腰;駝背;屈尊,0
storage,n,貯藏;貯藏庫,0
strain,n,拉緊;張力;壓力;扭傷;血緣,0
strait,n,海峽,0
strand,n,股;縷;絞;線;繩;串,0
strap,n,帶子;皮帶,0
stray,n,迷路者;流浪者;走失的家畜,0
streak,n,條紋;斑紋;光線,0
stride,n,闊步;步姿,0
stripe,n,條紋;斑紋;線條,0
stroll,n,散步;閒逛,0
stumble,n,絆倒;失足,0
stump,n,殘幹;(鉛筆)頭;(煙)蒂,0
stutter,n,結巴;口吃,0
substitute,n,代替物;代用品,0
suitcase,n,小型旅行箱;手提箱,0
sulfur,n,硫(磺);硫磺色,0
superstition,n,迷信,0
supervisor,n,管理人;指導者,0
surge,n,大浪;波濤,0
swamp,n,沼澤;沼澤地;困境,0
swarm,n,(密集的)一大群,0
tan,n,棕褐色;曬成的棕褐膚色;鞣料,0
tangle,n,糾結;紛亂,0
tar,n,柏油;瀝青; 水手,0
tart,n,水果餡餅;水果蛋糕,0
taunt,n,辱罵;嘲笑;被嘲笑的人,0
tavern,n,小酒館;小客棧,0
teller,n,敘述者;(銀行)出納員,0
tempo,n,速度;拍子,0
temptation,n,引誘;誘惑;誘惑物,0
tenant,n,房客,0
terminal,n,終端機;接頭,0
terrace,n,大陽臺;露天階梯看臺;梯田,0
thigh,n,股;大腿,0
thorn,n,刺;棘;惱人的事或人,0
thrill,n,興奮;顫抖;引起激動的事物,0
thriller,n,恐怖小說(或電影等),0
throne,n,王座;神座;君權;帝王,0
throng,n,人群;大群;群集,0
thrust,n,猛推;刺;驅動力,0
tick,n,(鐘;錶等的)滴答聲;蝨,0
tile,n,瓦;瓷磚;地磚;(麻將等的)牌,0
tilt,n,傾斜;傾向,0
tin,n,錫;罐頭,0
tiptoe,n,腳趾尖,0
toad,n,蟾蜍;令人討厭的人,0
toil,n,辛苦;勞累;苦工,0
token,n,標誌;象徵;代價券;籌碼,0
torch,n,"火炬,火把",0
torment,n,痛苦;苦惱;折磨,0
torrent,n,洪流;(話語的)連發;(感情的)狂潮,0
torture,n,拷打;酷刑;折磨,0
tournament,n,比賽;錦標賽,0
trademark,n,商標,0
traitor,n,叛徒;賣國賊;背叛者,0
tramp,n,沈重的腳步聲;流浪;流浪者;蕩婦,0
trample,n,踐踏;蹂躪;踐踏聲,0
treasury,n,金庫;庫房;國庫;寶庫,0
treaty,n,"條約,協定",0
trench,n,溝;溝渠;戰壕,0
tribute,n,進貢;敬意;尊崇,0
trifle,n,瑣事;小玩意;乳脂鬆糕,0
trim,n,修剪;修整;鑲邊飾,0
triple,n,三倍數;三倍量;三個一組;三壘打,0
trot,n,(馬等的)小跑;(人的)慢跑,0
trout,n,鱒魚;鮭鱒魚,0
tuck,n,(衣服等的)褶襉;打褶,0
tuition,n,學費,0
tuna,n,鮪魚,0
tyrant,n,暴君;專橫的人,0
umpire,n,仲裁人;(棒球等的)裁判員,0
undergraduate,n,大學生;大學肄業生,0
underline,n,底線,0
underneath,n,下面;底部,0
update,n,最新的(信息、報導等);更新,0
upright,n,垂直;豎立;直立的東西,0
vacancy,n,空;空白;空房;空缺,0
vacuum,n,真空;空白;吸塵器,0
vanity,n,自負;虛榮;梳妝臺,0
vapor,n,水汽,0
vegetation,n,植被;草木,0
veil,n,面紗;帷幕;託詞,0
vein,n,靜脈;(葉、翅、礦)脈;紋理,0
velvet,n,天鵝絨;絲絨,0
venture,n,冒險;企業,0
verbal,n,準動詞,0
vertical,n,垂直線;垂直面,0
veto,n,否決;否決權,0
videotape,n,錄影帶;錄像帶,0
viewer,n,觀看者;觀眾,0
vigor,n,vigor,0
villain,n,壞人;反派角色,0
vine,n,藤;藤蔓;葡萄樹,0
violinist,n,小提琴手,0
visa,n,簽證,0
vow,n,誓言;誓約,0
wade,n,跋涉;艱難的行走,0
wail,n,慟哭聲;哀訴,0
ward,n,病房;牢房;行政區,0
ware,n,(特定種類的)陶器;貨物,0
warehouse,n,倉庫;批發店,0
warrior,n,武士;戰士;勇士,0
wharf,n,碼頭;停泊處,0
wheelchair,n,輪椅,0
whereabouts,n,行蹤;下落,0
whine,n,哀鳴聲;牢騷,0
whirl,n,旋轉;迴旋,0
whisk,n,撢;迅速移動;攪拌器,0
whiskey,n,威士忌酒,0
whisky,n,威士忌酒,0
wholesale,n,批發,0
widow,n,寡婦,0
widower,n,鰥夫,0
wig,n,假髮,0
wilderness,n,"荒野,荒漠",0
wildlife,n,野生生物,0
woe,n,悲哀;災難,0
woodpecker,n,啄木鳥,0
workshop,n,作坊;研討會,0
worship,n,崇拜;敬神;禮拜,0
wreath,n,花圈;花冠,0
wring,n,絞;擰;扭,0
yacht,n,快艇;遊艇,0
yarn,n,紗;紗線;冒險故事,0
yeast,n,酵母;酵母片,0
yield,n,產量;利潤,0
yoga,n,瑜珈,0
zinc,n,鋅,0
zip,n,(子彈的)尖嘯聲;拉鍊;零,0
zoom,n,嗡嗡聲;變焦攝影,0
